Strategy,Final Value,Total Return (%),CAGR (%),Sharpe Ratio,Max Drawdown (%),Ticker
Weighted DCA,45.44,-470.08,-48.05,-0.59,99.76,ADIL
Enhanced DCA,40.74,-481.0,-48.83,-0.62,99.8,ADIL
DCA,38.16,-487.53,-49.3,-0.69,99.8,ADIL
Enhanced DCA,318325.27,415.36,9.54,0.45,68.01,ADM
Weighted DCA,315474.35,414.46,9.52,0.45,68.0,ADM
DCA,315430.72,414.45,9.52,0.45,68.01,ADM
Enhanced DCA,9004.19,58.83,5.05,0.28,87.69,ADMA
DCA,8839.62,56.98,4.88,0.27,87.92,ADMA
Weighted DCA,7675.7,42.86,3.65,0.26,90.0,ADMA
Weighted DCA,6.67,-661.91,-29.94,0.25,99.99,ADMG
DCA,1.26,-828.23,-35.93,0.26,100.0,ADMG
Enhanced DCA,1.0,-851.81,-36.74,0.26,100.0,ADMG
Enhanced DCA,3815.14,-27.05,-4.67,-0.1,59.58,ADMQ
DCA,3594.68,-33.0,-5.66,-0.14,61.08,ADMQ
Weighted DCA,3115.95,-47.29,-8.02,-0.21,68.09,ADMQ
Enhanced DCA,1609.76,-113.34,-3.17,0.21,99.18,ADMT
DCA,1459.16,-123.16,-3.44,0.21,99.18,ADMT
Weighted DCA,1422.04,-125.73,-3.51,0.21,99.15,ADMT
Enhanced DCA,97.16,-394.08,-44.47,-1.0,99.24,ADN
DCA,61.66,-439.56,-48.12,-0.95,99.57,ADN
Weighted DCA,61.52,-439.79,-48.14,-0.83,99.56,ADN
Enhanced DCA,3719.83,-29.58,-3.25,0.09,81.68,ADNT
DCA,3480.36,-36.23,-3.97,0.08,83.16,ADNT
Weighted DCA,2439.34,-71.77,-7.7,0.08,88.58,ADNT
Enhanced DCA,18974.92,133.37,10.26,0.34,69.1,ADOOY
DCA,18956.21,133.27,10.25,0.34,69.1,ADOOY
Weighted DCA,17741.21,126.65,9.72,0.33,70.17,ADOOY
Weighted DCA,2498094.75,621.38,14.61,0.79,59.42,ADP
DCA,2363175.41,615.83,14.47,0.79,59.42,ADP
Enhanced DCA,2298112.32,613.04,14.4,0.79,59.42,ADP
Enhanced DCA,3578.98,-33.44,-5.2,0.14,91.54,ADPT
DCA,2980.78,-51.73,-7.92,0.12,93.21,ADPT
Weighted DCA,1947.81,-94.27,-13.97,0.09,95.97,ADPT
Enhanced DCA,9933.83,68.65,16.22,0.45,48.13,ADSE
Weighted DCA,9821.49,67.51,15.93,0.46,64.9,ADSE
DCA,9196.93,60.94,14.27,0.42,48.15,ADSE
Weighted DCA,1409157.12,564.13,15.04,0.48,76.92,ADSK
DCA,1187501.93,547.02,14.55,0.47,76.92,ADSK
Enhanced DCA,1055656.33,535.25,14.22,0.46,76.92,ADSK
Weighted DCA,7351.1,38.54,5.13,0.31,60.1,ADT
Enhanced DCA,7060.68,34.51,4.58,0.31,57.24,ADT
DCA,6970.81,33.23,4.41,0.29,57.7,ADT
Enhanced DCA,243.97,-302.01,-21.12,0.24,99.97,ADTI
DCA,184.89,-329.74,-22.82,0.22,99.97,ADTI
Weighted DCA,20.9,-547.75,-34.97,-0.16,99.96,ADTI
Weighted DCA,4327.3,-14.45,-0.46,0.17,87.96,ADTN
DCA,4244.38,-16.38,-0.53,0.17,87.96,ADTN
Enhanced DCA,4065.77,-20.68,-0.66,0.16,87.93,ADTN
Enhanced DCA,118345.61,316.42,20.97,0.57,51.48,ADTTF
DCA,110194.67,309.28,20.45,0.56,57.11,ADTTF
Weighted DCA,93322.91,292.66,19.26,0.55,65.34,ADTTF
Weighted DCA,31.75,-505.93,-61.77,-1.34,99.51,ADTX
DCA,0.01,-1327.74,-91.98,-1.77,100.0,ADTX
Enhanced DCA,0.01,-1347.18,-92.27,-1.82,100.0,ADTX
Weighted DCA,8880.27,57.44,65.59,1.11,13.89,ADUR
Enhanced DCA,7945.62,46.32,50.18,1.1,11.33,ADUR
DCA,7738.37,43.68,46.74,1.09,10.71,ADUR
Enhanced DCA,115758.25,314.21,21.83,0.5,54.2,ADUS
DCA,111443.51,310.41,21.54,0.49,54.2,ADUS
Weighted DCA,110272.9,309.35,21.46,0.49,54.2,ADUS
Enhanced DCA,1285.75,-135.81,-21.04,-0.29,82.39,ADV
DCA,1231.37,-140.13,-21.63,-0.3,83.14,ADV
Weighted DCA,766.27,-187.57,-27.83,-0.33,89.79,ADV
Enhanced DCA,4669.97,-6.83,-10.91,0.0,8.95,ADVB
DCA,4650.41,-7.25,-11.54,0.0,8.88,ADVB
Weighted DCA,4490.37,-10.75,-16.62,0.0,13.07,ADVB
Enhanced DCA,487.69,-232.75,-18.81,0.06,99.2,ADVM
DCA,463.1,-237.92,-19.19,0.06,99.2,ADVM
Weighted DCA,292.01,-284.04,-22.46,0.03,99.19,ADVM
Weighted DCA,266581.72,397.62,9.12,0.54,56.83,ADX
DCA,260819.56,395.44,9.06,0.54,56.84,ADX
Enhanced DCA,257885.29,394.31,9.04,0.54,56.84,ADX
DCA,873.76,-174.44,-26.59,-0.43,93.17,ADXN
Enhanced DCA,677.62,-199.86,-29.83,-0.43,94.93,ADXN
Weighted DCA,295.55,-282.84,-39.42,-0.48,97.83,ADXN
Weighted DCA,11182.57,80.49,11.67,0.35,79.74,ADYYF
DCA,8975.89,58.51,8.35,0.32,79.74,ADYYF
Enhanced DCA,8225.69,49.78,7.06,0.3,79.47,ADYYF
Weighted DCA,5790.43,14.68,3.94,0.71,12.91,AEAE
DCA,5644.23,12.12,3.24,0.53,11.34,AEAE
Enhanced DCA,5451.41,8.64,2.3,0.37,7.55,AEAE
Weighted DCA,5268.98,5.24,1.35,0.05,38.82,AEAEU
DCA,5167.83,3.3,0.85,-0.38,36.6,AEAEU
Enhanced DCA,5161.79,3.18,0.82,-0.5,29.34,AEAEU
Weighted DCA,5032.19,0.64,2.41,0.0,1.35,AEBI
DCA,5025.04,0.5,1.87,0.0,0.95,AEBI
Enhanced DCA,5021.26,0.42,1.58,0.0,0.74,AEBI
Enhanced DCA,4936.57,-1.28,-23.52,-2.58,1.29,AEBMF
Weighted DCA,4895.32,-2.12,-35.87,-1.96,2.14,AEBMF
DCA,4892.09,-2.18,-36.76,-1.93,2.25,AEBMF
Weighted DCA,1513.04,-119.53,-5.28,-0.01,94.33,AEBZY
Enhanced DCA,1410.68,-126.54,-5.58,-0.02,94.43,AEBZY
DCA,1348.98,-131.01,-5.78,-0.03,94.43,AEBZY
DCA,164.57,-341.39,-22.29,-0.29,99.34,AEC
Enhanced DCA,124.86,-369.0,-23.86,-0.29,99.53,AEC
Weighted DCA,118.93,-373.86,-24.13,-0.28,99.56,AEC
Weighted DCA,46408.38,222.8,8.37,0.52,60.56,AEE
DCA,44755.37,219.18,8.23,0.53,60.57,AEE
Enhanced DCA,44707.22,219.07,8.23,0.54,60.54,AEE
Weighted DCA,96250.03,295.75,8.56,0.36,63.36,AEF
DCA,81014.89,278.52,8.04,0.35,63.36,AEF
Enhanced DCA,80483.87,277.86,8.02,0.35,63.36,AEF
Enhanced DCA,5544.71,10.34,1.76,0.1,19.03,AEFC
DCA,5430.92,8.27,1.4,0.08,22.33,AEFC
Weighted DCA,5299.78,5.82,0.99,0.06,26.57,AEFC
DCA,69909.81,263.78,6.77,0.3,94.88,AEG
Enhanced DCA,68898.59,262.32,6.73,0.3,94.88,AEG
Weighted DCA,68172.2,261.26,6.7,0.3,94.88,AEG
Enhanced DCA,6386.04,24.47,1.32,0.13,77.03,AEGOF
DCA,6206.08,21.61,1.16,0.13,77.03,AEGOF
Weighted DCA,4964.38,-0.71,-0.04,0.1,81.25,AEGOF
DCA,13650.8,100.44,6.19,0.3,61.72,AEGXF
Enhanced DCA,13474.71,99.14,6.11,0.3,61.72,AEGXF
Weighted DCA,13182.04,96.94,5.97,0.29,61.72,AEGXF
Weighted DCA,5.3,-684.95,-31.97,-0.8,99.91,AEHL
Enhanced DCA,0.27,-981.87,-42.44,-0.85,100.0,AEHL
DCA,0.26,-988.23,-42.64,-0.86,100.0,AEHL
Weighted DCA,23183.44,153.4,5.61,0.22,95.43,AEHR
Enhanced DCA,22777.58,151.63,5.55,0.22,95.45,AEHR
DCA,22520.55,150.5,5.5,0.22,95.45,AEHR
DCA,3861.63,-25.83,-5.19,0.13,88.94,AEI
Enhanced DCA,3037.06,-49.85,-9.78,0.09,91.28,AEI
Weighted DCA,1449.89,-123.8,-22.55,-0.02,95.86,AEI
Weighted DCA,102269.36,301.82,10.64,0.42,92.49,AEIS
DCA,92645.56,291.93,10.28,0.41,92.51,AEIS
Enhanced DCA,90805.73,289.93,10.2,0.41,92.51,AEIS
Enhanced DCA,230427.1,383.05,7.55,0.32,90.9,AEM
DCA,229924.19,382.83,7.54,0.32,90.91,AEM
Weighted DCA,205698.79,371.7,7.31,0.32,90.91,AEM
Weighted DCA,6.37,-666.5,-22.2,-0.11,99.88,AEMD
DCA,0.02,-1235.72,-37.21,-0.13,100.0,AEMD
Enhanced DCA,0.02,-1239.99,-37.31,-0.13,100.0,AEMD
Enhanced DCA,10496.59,74.16,17.8,0.41,78.17,AENT
DCA,9372.0,62.83,14.89,0.41,78.17,AENT
Weighted DCA,4265.15,-15.9,-3.45,0.42,90.55,AENT
Enhanced DCA,224333.5,380.37,12.86,0.34,79.39,AEO
Weighted DCA,224045.02,380.24,12.85,0.34,79.39,AEO
DCA,223383.74,379.95,12.84,0.34,79.39,AEO
Enhanced DCA,2449.26,-71.37,-22.83,-1.23,72.85,AEON
DCA,2128.52,-85.4,-26.66,-1.18,78.23,AEON
Weighted DCA,254.8,-297.67,-66.07,-1.41,98.68,AEON
Weighted DCA,638498.68,484.97,7.91,0.46,62.75,AEP
Enhanced DCA,599119.45,478.6,7.8,0.45,62.75,AEP
DCA,597236.79,478.29,7.8,0.45,62.75,AEP
Enhanced DCA,68147.91,261.22,14.87,0.43,75.86,AER
DCA,65151.98,256.73,14.6,0.43,75.86,AER
Weighted DCA,48949.63,228.14,12.87,0.4,86.27,AER
Weighted DCA,7304.49,37.91,8.34,0.42,82.92,AERG
DCA,6572.73,27.35,5.95,0.39,82.34,AERG
Enhanced DCA,6307.05,23.22,5.03,0.37,82.11,AERG
Weighted DCA,11856.02,86.34,5.29,0.31,0.06,AERGP
DCA,11574.47,83.94,5.14,0.3,0.07,AERGP
Enhanced DCA,9433.38,63.48,3.86,0.28,0.05,AERGP
Enhanced DCA,2339.33,-75.96,-18.18,-1.14,62.07,AERT
DCA,1144.97,-147.41,-32.25,-1.11,84.89,AERT
Weighted DCA,544.73,-221.69,-44.32,-1.08,92.83,AERT
Weighted DCA,26114.49,165.31,4.94,0.31,98.65,AES
Enhanced DCA,25170.3,161.62,4.83,0.31,98.65,AES
DCA,24944.13,160.72,4.8,0.31,98.65,AES
Enhanced DCA,3888.14,-25.15,-9.32,-0.45,37.59,AESI
DCA,3765.47,-28.36,-10.44,-0.44,40.96,AESI
Weighted DCA,3278.17,-42.22,-15.14,-0.41,53.22,AESI
Enhanced DCA,5391.95,7.55,1.36,0.28,88.19,AEVA
DCA,4378.3,-13.28,-2.34,0.26,91.0,AEVA
Weighted DCA,2163.2,-83.78,-13.9,0.22,95.78,AEVA
DCA,5002.91,0.06,1.85,0.0,0.0,AEXA
Weighted DCA,5002.94,0.06,1.87,0.0,0.0,AEXA
Enhanced DCA,5001.74,0.03,1.1,0.0,0.0,AEXA
DCA,18204.27,129.22,10.96,0.41,92.81,AEYE
Enhanced DCA,16326.5,118.34,9.99,0.43,92.81,AEYE
Weighted DCA,7690.06,43.05,3.52,0.42,95.63,AEYE
Weighted DCA,13643.63,100.38,4.33,0.28,50.97,AFB
DCA,13239.56,97.38,4.2,0.28,50.99,AFB
Enhanced DCA,12521.34,91.8,3.96,0.26,50.95,AFB
DCA,9017.78,58.98,7.25,0.46,43.65,AFBI
Enhanced DCA,8990.29,58.67,7.21,0.46,44.48,AFBI
Weighted DCA,8431.28,52.25,6.4,0.4,47.75,AFBI
Enhanced DCA,2711.25,-61.2,-12.61,-0.4,61.48,AFCG
DCA,2703.47,-61.49,-12.67,-0.4,61.48,AFCG
Weighted DCA,2572.74,-66.45,-13.62,-0.44,61.48,AFCG
DCA,397051.71,437.46,10.08,0.49,62.94,AFG
Enhanced DCA,392940.12,436.42,10.05,0.49,62.94,AFG
Weighted DCA,384101.77,434.15,10.0,0.49,62.94,AFG
Enhanced DCA,5647.19,12.17,2.24,0.2,14.84,AFGB
DCA,5642.63,12.09,2.22,0.19,15.45,AFGB
Weighted DCA,5588.55,11.13,2.04,0.15,19.89,AFGB
Enhanced DCA,5336.83,6.52,1.15,0.05,20.95,AFGC
DCA,5268.04,5.22,0.92,0.03,23.03,AFGC
Weighted DCA,5095.26,1.89,0.33,-0.01,27.77,AFGC
Enhanced DCA,5528.8,10.05,1.9,0.13,19.22,AFGD
DCA,5459.73,8.8,1.66,0.1,19.22,AFGD
Weighted DCA,5322.6,6.25,1.18,0.06,24.25,AFGD
Enhanced DCA,5347.43,6.72,1.34,0.06,20.38,AFGE
DCA,5246.45,4.81,0.96,0.02,20.38,AFGE
Weighted DCA,4939.77,-1.21,-0.24,-0.06,24.83,AFGE
Weighted DCA,5233.16,4.56,2.71,1.25,0.81,AFJK
DCA,5161.85,3.19,1.88,0.84,0.57,AFJK
Enhanced DCA,5093.56,1.85,1.09,-0.16,0.34,AFJK
Weighted DCA,5161.32,3.18,1.75,0.09,2.24,AFJKU
DCA,5113.66,2.25,1.23,-0.46,1.6,AFJKU
Enhanced DCA,5076.62,1.52,0.83,-1.37,0.97,AFJKU
Weighted DCA,11581140.39,774.77,18.53,0.78,82.71,AFL
Enhanced DCA,10203664.5,762.11,18.2,0.8,82.71,AFL
DCA,10156011.78,761.64,18.19,0.8,82.71,AFL
Weighted DCA,4164.01,-18.3,-3.85,-0.55,35.03,AFRI
Enhanced DCA,4130.05,-19.11,-4.02,-0.7,32.35,AFRI
DCA,4097.82,-19.9,-4.18,-0.65,34.27,AFRI
DCA,14904.69,109.22,26.05,0.49,60.08,AFRM
Enhanced DCA,14715.59,107.95,25.71,0.5,58.54,AFRM
Weighted DCA,13175.19,96.89,22.8,0.47,78.11,AFRM
Enhanced DCA,4158.54,-18.43,-2.93,-0.07,53.75,AFYA
DCA,4012.23,-22.01,-3.48,-0.09,55.53,AFYA
Weighted DCA,3226.5,-43.8,-6.81,-0.2,66.64,AFYA
Enhanced DCA,23919.04,156.52,8.67,0.32,90.2,AG
DCA,23202.3,153.48,8.49,0.32,90.2,AG
Weighted DCA,21363.64,145.23,8.02,0.32,90.18,AG
Enhanced DCA,1509.36,-119.77,-14.02,-0.75,81.39,AGAE
DCA,1171.14,-145.15,-16.73,-0.7,82.39,AGAE
Weighted DCA,582.88,-214.92,-23.74,-0.72,91.4,AGAE
Weighted DCA,153664.07,342.53,10.78,0.43,83.96,AGCO
Enhanced DCA,122807.2,320.12,10.04,0.43,83.96,AGCO
DCA,121260.67,318.85,10.0,0.42,83.96,AGCO
Enhanced DCA,15452.68,112.83,6.06,0.32,49.46,AGD
DCA,14936.21,109.44,5.88,0.3,55.86,AGD
Weighted DCA,11572.35,83.92,4.48,0.26,72.4,AGD
Weighted DCA,17.12,-567.72,-19.88,-0.19,99.83,AGEN
Enhanced DCA,14.02,-587.7,-20.5,-0.16,99.92,AGEN
DCA,13.89,-588.6,-20.53,-0.16,99.92,AGEN
Weighted DCA,9150.61,60.44,151.7,0.0,39.35,AGH
Enhanced DCA,8296.89,50.64,116.73,0.0,34.55,AGH
DCA,7847.1,45.07,99.04,0.0,33.17,AGH
Weighted DCA,109425.75,308.58,14.77,0.5,88.13,AGI
DCA,88583.9,287.45,13.69,0.48,88.13,AGI
Enhanced DCA,76277.24,272.49,12.94,0.47,88.13,AGI
Weighted DCA,4520.53,-10.08,-0.82,0.13,86.75,AGIO
DCA,4421.06,-12.31,-1.0,0.1,83.86,AGIO
Enhanced DCA,4368.47,-13.5,-1.1,0.08,82.82,AGIO
Enhanced DCA,376.78,-258.55,-43.93,-1.18,94.68,AGL
DCA,344.69,-267.45,-45.04,-1.22,95.09,AGL
Weighted DCA,230.53,-307.68,-49.77,-1.36,96.88,AGL
Weighted DCA,14840.22,108.79,19.71,0.39,43.71,AGLY
Enhanced DCA,14265.23,104.84,18.93,0.39,40.04,AGLY
DCA,11722.82,85.21,15.13,0.37,32.55,AGLY
Weighted DCA,834781.33,511.77,17.57,0.39,94.63,AGM
DCA,662831.82,488.71,16.72,0.42,94.63,AGM
Enhanced DCA,504877.19,461.49,15.72,0.46,94.63,AGM
Weighted DCA,240358.28,387.27,12.96,0.32,95.3,AGM-A
DCA,202226.96,370.0,12.34,0.34,95.31,AGM-A
Enhanced DCA,169006.91,352.05,11.71,0.36,95.3,AGM-A
Weighted DCA,6129.57,20.37,3.23,0.24,21.39,AGM-PD
Enhanced DCA,6066.18,19.33,3.07,0.23,18.17,AGM-PD
DCA,6026.25,18.67,2.96,0.22,20.33,AGM-PD
Enhanced DCA,5697.5,13.06,2.46,0.23,12.43,AGM-PE
DCA,5661.68,12.43,2.34,0.2,15.02,AGM-PE
Weighted DCA,5594.47,11.23,2.11,0.15,19.95,AGM-PE
Enhanced DCA,5479.13,9.15,1.8,0.11,16.8,AGM-PF
DCA,5432.46,8.3,1.63,0.09,18.4,AGM-PF
Weighted DCA,5301.53,5.86,1.15,0.05,23.15,AGM-PF
Enhanced DCA,5556.67,10.56,2.45,0.24,16.18,AGM-PG
DCA,5541.7,10.29,2.38,0.22,16.22,AGM-PG
Weighted DCA,5515.46,9.81,2.27,0.17,16.22,AGM-PG
DCA,5000.95,0.02,0.17,0.0,0.03,AGM-PH
Enhanced DCA,5000.41,0.01,0.07,0.0,0.02,AGM-PH
Weighted DCA,5000.61,0.01,0.11,0.0,0.04,AGM-PH
Enhanced DCA,43.92,-473.48,-47.01,-0.8,99.8,AGMH
DCA,40.68,-481.14,-47.55,-0.78,99.87,AGMH
Weighted DCA,38.67,-486.22,-47.9,-0.79,99.88,AGMH
Enhanced DCA,13582.56,99.93,35.85,0.48,91.08,AGMRF
DCA,13355.53,98.25,35.15,0.47,83.82,AGMRF
Weighted DCA,9212.58,61.11,20.61,0.42,96.69,AGMRF
Weighted DCA,24267.39,157.97,9.52,0.58,54.56,AGNC
DCA,20716.38,142.15,8.53,0.55,54.56,AGNC
Enhanced DCA,18856.59,132.74,7.94,0.52,54.56,AGNC
Weighted DCA,6500.98,26.25,8.93,0.67,10.05,AGNCL
DCA,6106.96,20.0,6.74,0.67,8.48,AGNCL
Enhanced DCA,6055.19,19.15,6.44,0.69,7.89,AGNCL
Weighted DCA,8050.69,47.63,7.51,0.53,28.33,AGNCM
Enhanced DCA,7800.86,44.48,6.99,0.52,25.64,AGNCM
DCA,7692.21,43.08,6.77,0.48,28.02,AGNCM
Weighted DCA,9016.81,58.97,7.53,1.45,53.28,AGNCN
DCA,8935.25,58.06,7.41,1.39,43.94,AGNCN
Enhanced DCA,8703.88,55.43,7.06,1.29,35.74,AGNCN
Weighted DCA,7630.31,42.27,7.28,0.49,26.6,AGNCO
Enhanced DCA,7543.27,41.12,7.07,0.51,21.18,AGNCO
DCA,7533.13,40.99,7.05,0.49,23.97,AGNCO
Enhanced DCA,7577.65,41.58,7.62,0.62,20.68,AGNCP
DCA,7519.61,40.81,7.48,0.58,22.91,AGNCP
Weighted DCA,7479.42,40.27,7.38,0.53,28.39,AGNCP
DCA,4999.8,-0.0,-0.04,0.0,0.02,AGNCZ
Enhanced DCA,4999.97,-0.0,-0.01,0.0,0.01,AGNCZ
Weighted DCA,4999.8,-0.0,-0.04,0.0,0.03,AGNCZ
Enhanced DCA,53.59,-453.58,-37.79,-0.04,99.64,AGNPF
Weighted DCA,53.23,-454.25,-37.84,-0.03,99.69,AGNPF
DCA,52.22,-456.16,-37.96,-0.04,99.64,AGNPF
Weighted DCA,27701.14,171.2,8.32,0.37,90.02,AGO
DCA,25724.49,163.8,7.95,0.36,90.17,AGO
Enhanced DCA,25675.1,163.61,7.94,0.36,90.03,AGO
Weighted DCA,3642.94,-31.66,-1.87,0.16,98.16,AGQ
DCA,2996.29,-51.21,-3.0,0.13,98.02,AGQ
Enhanced DCA,2851.15,-56.17,-3.29,0.12,97.82,AGQ
DCA,5799.77,14.84,3.23,0.27,15.23,AGQPF
Weighted DCA,5596.15,11.26,2.44,0.17,21.26,AGQPF
Enhanced DCA,5528.17,10.04,2.18,0.21,9.91,AGQPF
DCA,43.45,-474.57,-67.36,-1.51,99.6,AGRI
Weighted DCA,9.42,-627.39,-77.24,-1.28,99.87,AGRI
Enhanced DCA,6.84,-659.5,-78.9,-1.5,99.94,AGRI
Enhanced DCA,4992.48,-0.15,-0.01,0.05,73.17,AGRO
DCA,4967.31,-0.66,-0.04,0.05,73.17,AGRO
Weighted DCA,4562.9,-9.15,-0.62,0.03,73.16,AGRO
Weighted DCA,5018.62,0.37,20.61,0.0,0.03,AGRZ
Enhanced DCA,5014.09,0.28,15.24,0.0,0.03,AGRZ
DCA,5011.99,0.24,12.83,0.0,0.03,AGRZ
DCA,2244.53,-80.09,-5.97,0.37,99.92,AGSS
Enhanced DCA,1692.81,-108.3,-7.99,0.36,99.92,AGSS
Weighted DCA,421.3,-247.39,-17.32,0.36,99.92,AGSS
Weighted DCA,21.71,-543.94,-41.62,0.0,99.8,AGTX
Enhanced DCA,15.81,-575.63,-43.42,0.13,99.92,AGTX
DCA,10.93,-612.58,-45.45,0.14,99.94,AGTX
Weighted DCA,714732.98,496.25,17.93,0.38,93.91,AGX
DCA,579988.4,475.36,17.11,0.4,93.55,AGX
Enhanced DCA,448120.97,449.56,16.11,0.42,93.32,AGX
Weighted DCA,21436.64,145.57,40.76,0.62,73.95,AGXPF
Enhanced DCA,12940.73,95.09,25.02,0.52,70.95,AGXPF
DCA,12909.2,94.85,24.95,0.51,70.34,AGXPF
Weighted DCA,338027.73,421.37,9.69,0.4,90.95,AGYS
DCA,333342.07,419.97,9.65,0.4,90.96,AGYS
Enhanced DCA,330872.31,419.23,9.64,0.4,90.95,AGYS
Weighted DCA,4058.81,-20.85,-2.8,0.19,83.83,AHCO
DCA,3303.17,-41.46,-5.49,0.13,83.49,AHCO
Enhanced DCA,3109.02,-47.51,-6.27,0.09,82.73,AHCO
Enhanced DCA,2201.04,-82.05,-9.86,0.11,98.67,AHG
DCA,2179.23,-83.05,-9.98,0.1,98.67,AHG
Weighted DCA,1073.8,-153.82,-17.69,-0.03,98.59,AHG
Weighted DCA,6744.66,29.93,2.44,0.18,62.04,AHH
DCA,6377.4,24.33,1.98,0.16,62.05,AHH
Enhanced DCA,6267.67,22.6,1.84,0.15,62.02,AHH
Weighted DCA,6308.27,23.24,3.75,0.27,24.03,AHH-PA
Enhanced DCA,6079.88,19.55,3.15,0.22,23.54,AHH-PA
DCA,6075.2,19.48,3.14,0.22,23.82,AHH-PA
Weighted DCA,1863091290.64,1282.83,182.68,-0.08,2100.0,AHICF
DCA,1516374437.4,1262.24,178.0,-0.08,2100.0,AHICF
Enhanced DCA,819464866.33,1200.7,164.48,-0.09,2100.0,AHICF
Weighted DCA,5107.32,2.12,5.23,0.0,1.73,AHL
Enhanced DCA,5086.68,1.72,4.21,0.0,1.13,AHL
DCA,5075.05,1.49,3.64,0.0,1.24,AHL
Weighted DCA,7207.2,36.56,4.12,0.24,59.75,AHL-PD
DCA,7040.93,34.23,3.86,0.24,59.75,AHL-PD
Enhanced DCA,6996.3,33.59,3.78,0.24,54.33,AHL-PD
Enhanced DCA,6135.24,20.46,3.38,0.22,28.44,AHL-PE
Weighted DCA,6021.24,18.59,3.06,0.2,32.37,AHL-PE
DCA,5995.11,18.15,2.99,0.2,30.4,AHL-PE
Weighted DCA,5084.52,1.68,2.06,-0.19,2.52,AHL-PF
DCA,5060.53,1.2,1.48,-0.66,1.78,AHL-PF
Enhanced DCA,5047.79,0.95,1.16,-1.11,1.14,AHL-PF
DCA,1499.16,-120.45,-6.23,0.25,98.36,AHNRF
Enhanced DCA,1333.67,-132.15,-6.82,0.25,98.36,AHNRF
Weighted DCA,861.47,-175.86,-8.97,0.24,98.36,AHNRF
Weighted DCA,8273.42,50.36,35.47,10.25,7.17,AHR
DCA,7330.0,38.25,25.94,7.97,5.46,AHR
Enhanced DCA,6708.31,29.39,19.39,6.24,4.31,AHR
Weighted DCA,9.8,-623.47,-27.81,0.15,99.99,AHRO
DCA,6.97,-657.51,-29.09,0.18,100.0,AHRO
Enhanced DCA,4.55,-700.31,-30.65,0.17,100.0,AHRO
Weighted DCA,13.02,-595.06,-23.62,-0.01,99.92,AHT
DCA,11.29,-609.37,-24.11,-0.01,99.93,AHT
Enhanced DCA,10.8,-613.8,-24.27,-0.02,99.93,AHT
Weighted DCA,38183.67,203.3,11.84,0.38,87.07,AHT-PD
DCA,32191.08,186.23,10.79,0.42,87.07,AHT-PD
Enhanced DCA,31550.3,184.21,10.67,0.42,87.06,AHT-PD
Enhanced DCA,7008.11,33.76,3.73,0.2,83.3,AHT-PF
Weighted DCA,6044.28,18.97,2.08,0.16,85.78,AHT-PF
DCA,6020.78,18.58,2.03,0.16,85.84,AHT-PF
Enhanced DCA,7856.04,45.18,5.17,0.24,81.86,AHT-PG
Weighted DCA,6924.8,32.57,3.7,0.2,85.68,AHT-PG
DCA,6876.35,31.87,3.62,0.2,85.69,AHT-PG
Enhanced DCA,9290.26,61.95,7.93,0.35,62.85,AHT-PH
DCA,8589.91,54.12,6.89,0.3,76.64,AHT-PH
Weighted DCA,5790.56,14.68,1.82,0.15,85.88,AHT-PH
Enhanced DCA,9734.58,66.62,8.82,0.37,64.75,AHT-PI
DCA,9481.73,63.99,8.45,0.34,70.78,AHT-PI
Weighted DCA,6105.17,19.97,2.57,0.16,85.43,AHT-PI
Weighted DCA,3737.01,-29.12,-5.87,0.13,66.63,AI
Enhanced DCA,3735.42,-29.16,-5.88,0.04,64.08,AI
DCA,3652.93,-31.39,-6.32,0.02,64.17,AI
Weighted DCA,6045.81,18.99,18.15,1.0,6.97,AIBRF
DCA,5735.31,13.72,12.8,0.95,5.01,AIBRF
Enhanced DCA,5593.01,11.21,10.34,0.95,3.94,AIBRF
Weighted DCA,163.52,-342.03,-16.1,0.38,99.98,AIBT
DCA,147.36,-352.43,-16.54,0.36,99.98,AIBT
Enhanced DCA,139.41,-357.98,-16.78,0.36,99.98,AIBT
Enhanced DCA,5355.39,6.87,2.2,0.21,74.62,AIEV
DCA,4291.85,-15.27,-4.73,0.18,84.92,AIEV
Weighted DCA,303.26,-280.26,-58.87,-0.96,99.14,AIEV
Weighted DCA,1107.52,-150.73,-4.68,0.31,99.87,AIFF
DCA,891.53,-172.42,-5.33,0.32,99.87,AIFF
Enhanced DCA,802.27,-182.98,-5.65,0.32,99.87,AIFF
Weighted DCA,149.93,-350.7,-17.79,-0.04,99.63,AIFU
Enhanced DCA,142.05,-356.1,-18.04,-0.05,99.6,AIFU
DCA,126.52,-367.68,-18.57,-0.07,99.63,AIFU
Weighted DCA,43006.98,215.19,4.16,0.39,99.64,AIG
Enhanced DCA,42775.02,214.65,4.15,0.39,99.64,AIG
DCA,42212.29,213.33,4.12,0.39,99.64,AIG
Enhanced DCA,135.74,-360.64,-38.0,-0.15,98.92,AIHS
DCA,112.84,-379.12,-39.5,-0.15,99.03,AIHS
Weighted DCA,110.37,-381.34,-39.68,-0.14,99.02,AIHS
Weighted DCA,5275.2,5.36,13.72,0.0,0.99,AII
DCA,5196.38,3.85,9.69,0.0,0.71,AII
Enhanced DCA,5124.58,2.46,6.08,0.0,0.45,AII
Weighted DCA,885.72,-173.08,-26.85,0.08,98.02,AIIO
DCA,882.65,-173.43,-26.9,0.08,97.85,AIIO
Enhanced DCA,879.61,-173.77,-26.94,0.08,97.74,AIIO
